"Protocol" "Study" "CellType"
"HP1504901_G13" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_J22" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_L14" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_A2" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_N17" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_L3" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1504901_I3" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_A9" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_I21" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_K23" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1504901_G6" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_O16" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_E14" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_G11" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1504901_N24" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1504901_D17" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_K6" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_D2" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_I18" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1504901_E21" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1504901_H18" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1504901_D24" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1504901_J6" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_I2" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_D14" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_G16" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_M18" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_J3" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1504901_F4" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_D7" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1504901_M21" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1504901_B10" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1504901_H1" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_J5" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1504901_K5" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_F10" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_H16" "SmartSeq2" "E-MTAB-5061" "Acinar"
"HP1504901_G15" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_N19" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_C10" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1504901_I8" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_I22" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1504901_B21" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_N7" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_C14" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1504901_A10" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1504901_C23" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1504901_E2" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_D21" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_G19" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1504901_N21" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_B2" "SmartSeq2" "E-MTAB-5061" "other"
"HP1504901_L9" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1504901_N23" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1504901_F3" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_P14" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_K15" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_D19" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1526901T2D_K12" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1525301T2D_G11" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_A6" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1508501T2D_P4" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1525301T2D_K23" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_P16" "SmartSeq2" "E-MTAB-5061" "other"
"HP1525301T2D_O14" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_H14" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_F24" "SmartSeq2" "E-MTAB-5061" "other"
"HP1525301T2D_P1" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_A20" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1526901T2D_A10" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1525301T2D_I21" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_A3" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_O5" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_I12" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_P22" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_H9" "SmartSeq2" "E-MTAB-5061" "Acinar"
"HP1526901T2D_P20" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_K16" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_B6" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1526901T2D_P9" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1526901T2D_E11" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1525301T2D_C3" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_M21" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_H18" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1525301T2D_D1" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_D5" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_J14" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_P6" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_F15" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1526901T2D_K6" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_C16" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_I18" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_M11" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_J6" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1525301T2D_I23" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_L16" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_F2" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_K14" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_J7" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_B1" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_C4" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_J21" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_E19" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1526901T2D_C13" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1525301T2D_B4" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_F19" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_B5" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1526901T2D_C19" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1526901T2D_E18" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_N3" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1525301T2D_I6" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1525301T2D_N23" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_H23" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1525301T2D_G22" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_J5" "SmartSeq2" "E-MTAB-5061" "Acinar"
"HP1525301T2D_D10" "SmartSeq2" "E-MTAB-5061" "Acinar"
"HP1526901T2D_F15" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_O22" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_M8" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_C6" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_G21" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1525301T2D_D11" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_I6" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_H24" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1525301T2D_E1" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_J22" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1526901T2D_N15" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_G3" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_E11" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_C2" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_A1" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1526901T2D_F3" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_P21" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_B11" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_J24" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_M15" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1526901T2D_K11" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1526901T2D_G17" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1526901T2D_L1" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1526901T2D_L2" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_M19" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1526901T2D_A16" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1525301T2D_N4" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_B4" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1526901T2D_F21" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_M16" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_K3" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1525301T2D_B24" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_O15" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1526901T2D_O12" "SmartSeq2" "E-MTAB-5061" "other"
"HP1526901T2D_J21" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1525301T2D_O1" "SmartSeq2" "E-MTAB-5061" "Acinar"
"HP1525301T2D_O20" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_O9" "SmartSeq2" "E-MTAB-5061" "other"
"HP1526901T2D_G7" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_J5" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1525301T2D_G13" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_F23" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1526901T2D_I1" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_L4" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1526901T2D_L14" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1525301T2D_L23" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_H23" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_I1" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_F10" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_J18" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_I10" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1525301T2D_I4" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_B24" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_C24" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_P8" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_G24" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_J8" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_C1" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_P13" "SmartSeq2" "E-MTAB-5061" "other"
"HP1526901T2D_G23" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1526901T2D_P22" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1525301T2D_J2" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_H20" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1525301T2D_G14" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_L7" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1526901T2D_N12" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1525301T2D_N7" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_L1" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_F5" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1525301T2D_I10" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_G20" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_K24" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1525301T2D_M7" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1526901T2D_E8" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_P14" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_N4" "SmartSeq2" "E-MTAB-5061" "Acinar"
"HP1526901T2D_O24" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1526901T2D_O14" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1525301T2D_H24" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_P13" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_E20" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1525301T2D_H6" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_C10" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_C3" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1526901T2D_N13" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1526901T2D_L19" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_H7" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_G15" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_E23" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_D2" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_D19" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1525301T2D_I3" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_E23" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_N9" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_I7" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_B18" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1526901T2D_O21" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_G14" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_E7" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_F10" "SmartSeq2" "E-MTAB-5061" "Acinar"
"HP1525301T2D_K21" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_E3" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1526901T2D_A4" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1525301T2D_H3" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_D4" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_G1" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1525301T2D_N5" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_A17" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_E12" "SmartSeq2" "E-MTAB-5061" "other"
"HP1526901T2D_L5" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1525301T2D_O18" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_A23" "SmartSeq2" "E-MTAB-5061" "other"
"HP1525301T2D_C13" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_K22" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1526901T2D_F17" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1526901T2D_N3" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1526901T2D_K23" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1525301T2D_O2" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1526901T2D_K4" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_I19" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_P17" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1526901T2D_O1" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1525301T2D_F2" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_M20" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_O17" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1525301T2D_H19" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_M4" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_D22" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_I11" "SmartSeq2" "E-MTAB-5061" "other"
"HP1525301T2D_J15" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_J11" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_P21" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_M13" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_A9" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_P24" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_I5" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_L15" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_J23" "SmartSeq2" "E-MTAB-5061" "Acinar"
"HP1525301T2D_P5" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_G11" "SmartSeq2" "E-MTAB-5061" "other"
"HP1525301T2D_F21" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_A19" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_P2" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_A12" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_K20" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1525301T2D_J16" "SmartSeq2" "E-MTAB-5061" "Acinar"
"HP1525301T2D_F7" "SmartSeq2" "E-MTAB-5061" "other"
"HP1526901T2D_E9" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_F24" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_O7" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_A2" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1525301T2D_A12" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_L11" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_B12" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_H22" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1526901T2D_J3" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_B6" "SmartSeq2" "E-MTAB-5061" "other"
"HP1525301T2D_E5" "SmartSeq2" "E-MTAB-5061" "other"
"HP1525301T2D_K11" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_A17" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_N7" "SmartSeq2" "E-MTAB-5061" "Acinar"
"HP1526901T2D_P12" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_L8" "SmartSeq2" "E-MTAB-5061" "other"
"HP1526901T2D_J2" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_O23" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_D18" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_B17" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_G2" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1525301T2D_A9" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_A11" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_I20" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1526901T2D_F1" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_F5" "SmartSeq2" "E-MTAB-5061" "Acinar"
"HP1525301T2D_A15" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_F16" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_B20" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_L2" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_H12" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_B10" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_G13" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_N18" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1525301T2D_E2" "SmartSeq2" "E-MTAB-5061" "Acinar"
"HP1525301T2D_E24" "SmartSeq2" "E-MTAB-5061" "other"
"HP1525301T2D_P17" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_O9" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1526901T2D_N6" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_B15" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_L22" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_I21" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_H16" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1525301T2D_I2" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_H12" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_K18" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_K21" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1525301T2D_L24" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_C17" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_D3" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_D22" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_F16" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_P23" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1525301T2D_L14" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1525301T2D_N8" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_N20" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1526901T2D_D7" "SmartSeq2" "E-MTAB-5061" "Acinar"
"HP1526901T2D_F9" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_B9" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1526901T2D_E15" "SmartSeq2" "E-MTAB-5061" "other"
"HP1526901T2D_L24" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1526901T2D_H4" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1526901T2D_H17" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_N11" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_I24" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1526901T2D_A24" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_G23" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1526901T2D_E22" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_A22" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1525301T2D_C14" "SmartSeq2" "E-MTAB-5061" "Acinar"
"HP1526901T2D_C14" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_K6" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_L4" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_M24" "SmartSeq2" "E-MTAB-5061" "other"
"HP1525301T2D_G9" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_O23" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_L3" "SmartSeq2" "E-MTAB-5061" "other"
"HP1525301T2D_M8" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_J18" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1526901T2D_A15" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1525301T2D_L20" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_F4" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1526901T2D_E1" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_P7" "SmartSeq2" "E-MTAB-5061" "Beta"
"HP1526901T2D_K17" "SmartSeq2" "E-MTAB-5061" "Acinar"
"HP1526901T2D_F22" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1526901T2D_D10" "SmartSeq2" "E-MTAB-5061" "Gamma"
"HP1526901T2D_J20" "SmartSeq2" "E-MTAB-5061" "Delta"
"HP1525301T2D_I22" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_J4" "SmartSeq2" "E-MTAB-5061" "Alpha"
"HP1525301T2D_K10" "SmartSeq2" "E-MTAB-5061" "other"
"HP1525301T2D_F8" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_A13" "SmartSeq2" "E-MTAB-5061" "Ductal"
"HP1525301T2D_G4" "SmartSeq2" "E-MTAB-5061" "Alpha"
